"","X.1","X","ï..DATE","TIME","BOROUGH","ZIP.CODE","LATITUDE","LONGITUDE","LOCATION","ON.STREET.NAME","CROSS.STREET.NAME","OFF.STREET.NAME","NUMBER.OF.PERSONS.INJURED","NUMBER.OF.PERSONS.KILLED","NUMBER.OF.PEDESTRIANS.INJURED","NUMBER.OF.PEDESTRIANS.KILLED","NUMBER.OF.CYCLIST.INJURED","NUMBER.OF.CYCLIST.KILLED","NUMBER.OF.MOTORIST.INJURED","NUMBER.OF.MOTORIST.KILLED","CONTRIBUTING.FACTOR.VEHICLE.1","CONTRIBUTING.FACTOR.VEHICLE.2","CONTRIBUTING.FACTOR.VEHICLE.3","CONTRIBUTING.FACTOR.VEHICLE.4","CONTRIBUTING.FACTOR.VEHICLE.5","UNIQUE.KEY","VEHICLE.TYPE.CODE.1","VEHICLE.TYPE.CODE.2","VEHICLE.TYPE.CODE.3","VEHICLE.TYPE.CODE.4","VEHICLE.TYPE.CODE.5","number_vehicles_involved"
"690",1025,5538,"10/07/2016","5:10","MANHATTAN",10029,40.7874418,-73.9447705,"(40.7874418, -73.9447705)","2 AVENUE","EAST 101 STREET",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3537196,"PASSENGER VEHICLE",,,,,1
"691",1026,5575,"10/05/2016","13:10","BROOKLYN",11232,40.6520696,-74.00675,"(40.6520696, -74.00675)","40 STREET","4 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3535364,"SPORT UTILITY / STATION WAGON",,,,,1
"692",1027,5583,"10/05/2016","14:10","QUEENS",11432,40.712041,-73.802428,"(40.712041, -73.802428)","162 STREET","NORMAL ROAD",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3534611,"PASSENGER VEHICLE",,,,,1
"693",1028,5586,"10/05/2016","16:10","BRONX",10454,40.8081625,-73.9265219,"(40.8081625, -73.9265219)","EAST 135 STREET","ALEXANDER AVENUE",,1,0,0,0,0,0,1,0,"Following Too Closely","Unspecified",,,,3534804,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"694",1029,5587,"10/05/2016","17:10","QUEENS",11358,40.7577348,-73.7940265,"(40.7577348, -73.7940265)","NORTHERN BOULEVARD","172 STREET",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3535272,"SPORT UTILITY / STATION WAGON",,,,,1
"695",1030,5588,"10/05/2016","17:10","QUEENS",11375,40.7282943,-73.8446185,"(40.7282943, -73.8446185)","67 DRIVE","110 STREET",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3534417,"PASSENGER VEHICLE",,,,,1
"696",1031,5590,"10/05/2016","22:10","BROOKLYN",11211,40.704982,-73.9525319,"(40.704982, -73.9525319)","RUTLEDGE STREET","HARRISON AVENUE",,0,0,0,0,0,0,0,0,"Turning Improperly","Unspecified",,,,3534667,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"697",1032,5596,"10/05/2016","3:10","STATEN ISLAND",10305,40.6043968,-74.0689971,"(40.6043968, -74.0689971)","FINGERBOARD ROAD","NARROWS ROAD NORTH",,0,0,0,0,0,0,0,0,"Oversized Vehicle",,,,,3536370,"SPORT UTILITY / STATION WAGON",,,,,1
"698",1033,5601,"10/04/2016","7:10","BROOKLYN",11213,40.6707344,-73.9337245,"(40.6707344, -73.9337245)","SAINT JOHNS PLACE","SCHENECTADY AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3535337,"PASSENGER VEHICLE",,,,,1
"699",1034,5606,"10/03/2016","13:10","BRONX",10461,40.8493938,-73.8322088,"(40.8493938, -73.8322088)","EDISON AVENUE","SAINT THERESA AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",,,,3551780,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"700",1035,5697,"07/14/2016","17:25","QUEENS",11415,40.7070968,-73.8349799,"(40.7070968, -73.8349799)","METROPOLITAN AVENUE","83 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3480593,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"701",1036,5698,"07/14/2016","17:26","STATEN ISLAND",10305,40.5830492,-74.0870729,"(40.5830492, -74.0870729)","LIBERTY AVENUE","NUGENT AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3480808,"PASSENGER VEHICLE","OTHER",,,,2
"702",1037,5699,"07/14/2016","17:28","STATEN ISLAND",10304,40.6246026,-74.0795982,"(40.6246026, -74.0795982)","TOMPKINS AVENUE","BROAD STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3484170,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"703",1038,5700,"07/14/2016","17:30","BRONX",10473,40.8223007,-73.872993,"(40.8223007, -73.872993)","STORY AVENUE","MORRISON AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3480291,"PASSENGER VEHICLE",,,,,1
"704",1040,5702,"07/14/2016","17:45","BROOKLYN",11210,40.6197146,-73.9445166,"(40.6197146, -73.9445166)","AVENUE M","EAST 31 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3482147,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"705",1042,5704,"07/14/2016","17:50","BROOKLYN",11213,40.6775631,-73.9330796,"(40.6775631, -73.9330796)","SCHENECTADY AVENUE","ATLANTIC AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3480499,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"706",1043,5826,"09/28/2016","14:09","MANHATTAN",10016,40.7495397,-73.9774357,"(40.7495397, -73.9774357)","EAST 39 STREET","LEXINGTON AVENUE",,0,0,0,0,0,0,0,0,"Turning Improperly","Unspecified",,,,3538888,"PASSENGER VEHICLE",,,,,1
"707",1045,5925,"07/29/2015","6:00","BRONX",10468,40.8612114,-73.9063375,"(40.8612114, -73.9063375)","UNIVERSITY AVENUE","WEST 183 STREET",,0,0,0,0,0,0,0,0,"Outside Car Distraction","Traffic Control Disregarded",,,,3267041,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"708",1046,5964,"09/23/2016","19:09","BRONX",10472,40.8342766,-73.8736314,"(40.8342766, -73.8736314)","EAST 174 STREET","METCALF AVENUE",,0,0,0,0,0,0,0,0,"Unsafe Lane Changing","Unspecified",,,,3534626,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"709",1047,6033,"09/05/2014","13:50","BROOKLYN",11216,40.6781564,-73.9441507,"(40.6781564, -73.9441507)","ATLANTIC AVENUE","BROOKLYN AVENUE",,0,0,0,0,0,0,0,0,"Pavement Defective",,,,,1019150,"SCOOTER",,,,,1
"710",1048,6060,"10/08/2015","8:00","BRONX",10453,40.855728,-73.910412,"(40.855728, -73.910412)","WEST 180 STREET","UNIVERSITY AVENUE",,1,0,0,0,0,0,1,0,"Other Vehicular","Turning Improperly",,,,3311141,"LIVERY VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"711",1049,6061,"10/08/2015","8:00","QUEENS",11432,40.7068685,-73.7907968,"(40.7068685, -73.7907968)","JAMAICA AVENUE","169 STREET",,1,0,0,0,1,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3311397,"SPORT UTILITY / STATION WAGON","BICYCLE",,,,2
"712",1050,6153,"07/28/2015","9:19","BRONX",10469,40.8628745,-73.8491558,"(40.8628745, -73.8491558)","WILSON AVENUE","MACE AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3266367,"SPORT UTILITY / STATION WAGON","VAN",,,,2
"713",1052,6204,"11/04/2016","0:11","BROOKLYN",11204,40.6172885,-73.9778514,"(40.6172885, -73.9778514)","BAY PARKWAY","59 STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inexperience",,,,3553576,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"714",1053,6205,"11/04/2016","0:11","BROOKLYN",11212,40.6583545,-73.9049608,"(40.6583545, -73.9049608)","LOTT AVENUE","WATKINS STREET",,0,0,0,0,0,0,0,0,"Unsafe Speed","Unspecified",,,,3553874,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"715",1054,6206,"11/04/2016","0:11","BROOKLYN",11230,40.6352397,-73.9676275,"(40.6352397, -73.9676275)","CONEY ISLAND AVENUE","18 AVENUE",,0,0,0,0,0,0,0,0,"Other Vehicular","Unspecified",,,,3554427,"PASSENGER VEHICLE",,,,,1
"716",1056,6208,"11/04/2016","0:11","BROOKLYN",11235,40.5866702,-73.9661497,"(40.5866702, -73.9661497)","AVENUE Z","OCEAN PARKWAY",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3555269,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"717",1058,6210,"11/04/2016","0:11","MANHATTAN",10011,40.7392682,-73.995446,"(40.7392682, -73.995446)","AVENUE OF THE AMERICAS","WEST 17 STREET",,0,0,0,0,0,0,0,0,"Other Vehicular","Unsafe Lane Changing",,,,3554280,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"718",1060,6212,"11/04/2016","0:11","MANHATTAN",10023,40.7791238,-73.9849757,"(40.7791238, -73.9849757)","WEST 71 STREET","WEST END AVENUE",,0,0,0,0,0,0,0,0,"Driver Inexperience","Driver Inexperience",,,,3554814,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"719",1061,6213,"11/04/2016","0:11","MANHATTAN",10029,40.7909983,-73.9493034,"(40.7909983, -73.9493034)","PARK AVENUE","EAST 103 STREET",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3553701,"PASSENGER VEHICLE",,,,,1
"720",1062,6253,"11/04/2016","10:11","BROOKLYN",11228,40.6231333,-74.0152413,"(40.6231333, -74.0152413)","10 AVENUE","77 STREET",,1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",,,,,3554209,"SPORT UTILITY / STATION WAGON",,,,,1
"721",1063,6259,"11/04/2016","11:11","BRONX",10455,40.8162619,-73.9141971,"(40.8162619, -73.9141971)","BROOK AVENUE","WESTCHESTER AVENUE",,0,0,0,0,0,0,0,0,"Other Vehicular","Unspecified",,,,3555042,"SPORT UTILITY / STATION WAGON",,,,,1
"722",1065,6261,"11/04/2016","11:11","BROOKLYN",11204,40.6271165,-73.9895923,"(40.6271165, -73.9895923)","16 AVENUE","56 STREET",,0,0,0,0,0,0,0,0,"Fatigued/Drowsy","Unspecified",,,,3553730,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"723",1068,6264,"11/04/2016","11:11","BROOKLYN",11212,40.6553118,-73.9031775,"(40.6553118, -73.9031775)","LINDEN BOULEVARD","STONE AVENUE",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3553832,"PASSENGER VEHICLE",,,,,1
"724",1069,6265,"11/04/2016","11:11","BROOKLYN",11221,40.6920346,-73.9456428,"(40.6920346, -73.9456428)","DE KALB AVENUE","TOMPKINS AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3555015,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"725",1070,6266,"11/04/2016","11:11","BROOKLYN",11234,40.6224004,-73.9366363,"(40.6224004, -73.9366363)","FLATBUSH AVENUE","KINGS HIGHWAY",,0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",,,,3555259,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"726",1076,6272,"11/04/2016","11:11","MANHATTAN",10023,40.78113,-73.9835273,"(40.78113, -73.9835273)","WEST 74 STREET","WEST END AVENUE",,0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified",,,,3554815,"PICK-UP TRUCK","SPORT UTILITY / STATION WAGON",,,,2
"727",1079,6286,"11/04/2016","11:11","QUEENS",11102,40.7744491,-73.9184536,"(40.7744491, -73.9184536)","24 AVENUE","26 STREET",,0,0,0,0,0,0,0,0,"Traffic Control Disregarded","Unspecified","Unspecified",,,3554073,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,3
"728",1080,6287,"11/04/2016","11:11","QUEENS",11354,40.7652665,-73.815165,"(40.7652665, -73.815165)","150 STREET","NORTHERN BOULEVARD",,0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",,,,3554052,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"729",1081,6288,"11/04/2016","11:11","QUEENS",11358,40.7630077,-73.7941907,"(40.7630077, -73.7941907)","172 STREET","CROCHERON AVENUE",,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper",,,,,3554048,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"730",1083,6290,"11/04/2016","11:11","QUEENS",11417,40.6824147,-73.8361587,"(40.6824147, -73.8361587)","LIBERTY AVENUE","105 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3554114,"SPORT UTILITY / STATION WAGON",,,,,1
"731",1084,6291,"11/04/2016","11:11","STATEN ISLAND",10312,40.5640563,-74.1872728,"(40.5640563, -74.1872728)","ARTHUR KILL ROAD","ILYSSA WAY",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3554712,"PASSENGER VEHICLE",,,,,1
"732",1085,6302,"11/04/2016","11:11","BROOKLYN",11213,40.6665794,-73.9396763,"(40.6665794, -73.9396763)","ALBANY AVENUE","CARROLL STREET",,1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",,,,,3554867,"SPORT UTILITY / STATION WAGON",,,,,1
"733",1087,6308,"11/04/2016","12:11","BROOKLYN",11219,40.6241223,-74.0034547,"(40.6241223, -74.0034547)","OVINGTON AVENUE","13 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3554213,"SPORT UTILITY / STATION WAGON",,,,,1
"734",1088,6313,"11/04/2016","12:11","MANHATTAN",10017,40.7514411,-73.9739594,"(40.7514411, -73.9739594)","EAST 43 STREET","3 AVENUE",,0,0,0,0,0,0,0,0,"Other Vehicular","Other Vehicular",,,,3554021,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"735",1090,6315,"11/04/2016","12:11","MANHATTAN",10024,40.7852936,-73.9693348,"(40.7852936, -73.9693348)","WEST 86 STREET","CENTRAL PARK WEST",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3554816,"TAXI","SPORT UTILITY / STATION WAGON",,,,2
"736",1091,6316,"11/04/2016","12:11","QUEENS",11101,40.7557958,-73.9357983,"(40.7557958, -73.9357983)","CRESCENT STREET","38 AVENUE",,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",,,,3554074,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"737",1092,6317,"11/04/2016","12:11","QUEENS",11103,40.7710173,-73.9135911,"(40.7710173, -73.9135911)","24 AVENUE","35 STREET",,0,0,0,0,0,0,0,0,"Traffic Control Disregarded","Unspecified",,,,3554075,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"738",1093,6318,"11/04/2016","12:11","QUEENS",11106,40.7586961,-73.9342506,"(40.7586961, -73.9342506)","36 AVENUE","24 STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3554076,"PASSENGER VEHICLE",,,,,1
"739",1095,6320,"11/04/2016","12:11","QUEENS",11428,40.7190999,-73.7399612,"(40.7190999, -73.7399612)","94 ROAD","216 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3553787,"SPORT UTILITY / STATION WAGON",,,,,1
"740",1097,6322,"11/04/2016","12:11","STATEN ISLAND",10304,40.6235876,-74.0827706,"(40.6235876, -74.0827706)","BROAD STREET","GORDON STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3555004,"PASSENGER VEHICLE",,,,,1
"741",1098,6326,"10/08/2015","8:15","BRONX",10457,40.8426788,-73.8993702,"(40.8426788, -73.8993702)","EAST 174 STREET","BATHGATE AVENUE",,0,0,0,0,0,0,0,0,"Fatigued/Drowsy","Unspecified",,,,3311754,"PASSENGER VEHICLE","SMALL COM VEH(4 TIRES)",,,,2
"742",1099,6331,"11/04/2016","12:11","MANHATTAN",10024,40.7824659,-73.978822,"(40.7824659, -73.978822)","AMSTERDAM AVENUE","WEST 78 STREET",,1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",,,,,3554612,"PICK-UP TRUCK",,,,,1
"743",1102,6335,"11/04/2016","12:11","QUEENS",11358,40.7536085,-73.7890005,"(40.7536085, -73.7890005)","192 STREET","46 AVENUE",,2,0,0,0,0,0,2,0,"Traffic Control Disregarded","Unspecified",,,,3553808,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"744",1103,6337,"11/04/2016","12:11","MANHATTAN",10001,40.754584,-73.9991446,"(40.754584, -73.9991446)","10 AVENUE","WEST 34 STREET",,4,0,0,0,0,0,4,0,"Turning Improperly","Unspecified","Unspecified",,,3554779,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"745",1104,6338,"11/04/2016","13:11","BROOKLYN",11203,40.6535635,-73.9344839,"(40.6535635, -73.9344839)","EAST 46 STREET","LINDEN BOULEVARD",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3555143,"PASSENGER VEHICLE",,,,,1
"746",1106,6342,"11/04/2016","13:11","BROOKLYN",11234,40.6121211,-73.9190085,"(40.6121211, -73.9190085)","EAST 56 STREET","AVENUE U",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3555260,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"747",1107,6356,"10/08/2015","8:18","BRONX",10459,40.820189,-73.8906752,"(40.820189, -73.8906752)","BRUCKNER BOULEVARD","HUNTS POINT AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3311099,"PASSENGER VEHICLE","OTHER",,,,2
"748",1108,6357,"11/04/2016","13:11","MANHATTAN",10001,40.7517512,-74.0079259,"(40.7517512, -74.0079259)","WEST 26 STREET","12 AVENUE",,0,0,0,0,0,0,0,0,"Following Too Closely",,,,,3554775,"PASSENGER VEHICLE",,,,,1
"749",1109,6358,"11/04/2016","13:11","MANHATTAN",10016,40.7457274,-73.9781227,"(40.7457274, -73.9781227)","3 AVENUE","EAST 34 STREET",,0,0,0,0,0,0,0,0,"Turning Improperly","Turning Improperly",,,,3554104,"PASSENGER VEHICLE",,,,,1
"750",1110,6359,"11/04/2016","13:11","MANHATTAN",10065,40.7624884,-73.9629739,"(40.7624884, -73.9629739)","2 AVENUE","EAST 62 STREET",,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",,,,3555340,"PASSENGER VEHICLE",,,,,1
"751",1112,6361,"11/04/2016","13:11","STATEN ISLAND",10305,40.5890362,-74.0898783,"(40.5890362, -74.0898783)","HYLAN BOULEVARD","DELAWARE AVENUE",,0,0,0,0,0,0,0,0,"Glare","Unspecified",,,,3554184,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"752",1114,6406,"11/04/2016","13:11","BROOKLYN",11209,40.6228597,-74.0253457,"(40.6228597, -74.0253457)","5 AVENUE","84 STREET",,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified","Unspecified",,,3554321,"PASSENGER VEHICLE","PASSENGER VEHICLE","PASSENGER VEHICLE",,,3
"753",1115,6407,"11/04/2016","13:11","STATEN ISLAND",10306,40.5682619,-74.1338487,"(40.5682619, -74.1338487)","WILDER AVENUE","AMBER STREET",,1,0,0,0,0,0,1,0,"Traffic Control Disregarded","Traffic Control Disregarded",,,,3554456,"PICK-UP TRUCK","PASSENGER VEHICLE",,,,2
"754",1116,6409,"11/04/2016","14:11","BRONX",10456,40.825213,-73.9077793,"(40.825213, -73.9077793)","BOSTON ROAD","EAST 164 STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Outside Car Distraction",,,,3554424,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"755",1117,6419,"07/27/2015","7:15","MANHATTAN",10025,40.7979178,-73.9638463,"(40.7979178, -73.9638463)","COLUMBUS AVENUE","WEST 104 STREET",,0,0,0,0,0,0,0,0,"Other Vehicular","Other Vehicular",,,,3265501,"PASSENGER VEHICLE","SMALL COM VEH(4 TIRES)",,,,2
"756",1118,6420,"11/04/2016","14:11","BROOKLYN",11201,40.7015271,-73.9867496,"(40.7015271, -73.9867496)","JAY STREET","YORK STREET",,0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",,,,3554233,"TAXI",,,,,1
"757",1120,6450,"11/04/2016","14:11","QUEENS",11358,40.7621323,-73.8037413,"(40.7621323, -73.8037413)","162 STREET","NORTHERN BOULEVARD",,1,0,0,0,0,0,1,0,"Following Too Closely","Unspecified",,,,3554054,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"758",1123,6464,"11/04/2016","14:11","STATEN ISLAND",10305,40.5792516,-74.0778017,"(40.5792516, -74.0778017)","CAPODANNO BOULEVARD","SEAVIEW AVENUE",,2,0,0,0,0,0,2,0,"Turning Improperly","Unspecified",,,,3554079,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"759",1125,6466,"11/04/2016","15:11","BRONX",10468,40.8617318,-73.9118139,"(40.8617318, -73.9118139)","CEDAR AVENUE","WEST FORDHAM ROAD",,0,0,0,0,0,0,0,0,"Turning Improperly","Unspecified",,,,3554023,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"760",1126,6467,"11/04/2016","15:11","BROOKLYN",11203,40.6493953,-73.9416991,"(40.6493953, -73.9416991)","SNYDER AVENUE","EAST 38 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3555132,"PASSENGER VEHICLE",,,,,1
"761",1127,6468,"11/04/2016","15:11","BROOKLYN",11228,40.6246874,-74.0100434,"(40.6246874, -74.0100434)","11 AVENUE","72 STREET",,0,0,0,0,0,0,0,0,"Aggressive Driving/Road Rage","Unspecified",,,,3554322,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"762",1132,6473,"11/04/2016","15:11","MANHATTAN",10016,40.7494844,-73.9753821,"(40.7494844, -73.9753821)","3 AVENUE","EAST 40 STREET",,0,0,0,0,0,0,0,0,"Following Too Closely","Following Too Closely",,,,3554108,"SPORT UTILITY / STATION WAGON",,,,,1
"763",1133,6477,"11/04/2016","15:11","MANHATTAN",10022,40.7564966,-73.972362,"(40.7564966, -73.972362)","LEXINGTON AVENUE","EAST 50 STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",,,,3554124,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"764",1134,6478,"11/04/2016","15:11","MANHATTAN",10035,40.8034264,-73.933083,"(40.8034264, -73.933083)","EAST 126 STREET","2 AVENUE",,0,0,0,0,0,0,0,0,"Unsafe Lane Changing","Unspecified",,,,3554706,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"765",1135,6492,"11/04/2016","15:11","QUEENS",11357,40.778552,-73.7977208,"(40.778552, -73.7977208)","166 STREET","21 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3555097,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"766",1136,6493,"11/04/2016","15:11","QUEENS",11358,40.757095,-73.7893649,"(40.757095, -73.7893649)","192 STREET","43 ROAD",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3553994,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"767",1138,6495,"11/04/2016","15:11","QUEENS",11379,40.7158658,-73.8986021,"(40.7158658, -73.8986021)","64 STREET","ELIOT AVENUE",,0,0,0,0,0,0,0,0,"Reaction to Other Uninvolved Vehicle","Unspecified","Unspecified",,,3555033,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,3
"768",1139,6508,"11/04/2016","15:11","QUEENS",11428,40.7215252,-73.7394864,"(40.7215252, -73.7394864)","93 AVENUE","218 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3554130,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"769",1142,6543,"11/04/2016","15:11","BROOKLYN",11204,40.6154351,-73.9977452,"(40.6154351, -73.9977452)","74 STREET","17 AVENUE",,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",,,,3553986,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"770",1144,6545,"11/04/2016","15:11","BROOKLYN",11220,40.6323333,-74.0185292,"(40.6323333, -74.0185292)","6 AVENUE","BAY RIDGE AVENUE",,1,0,1,0,0,0,0,0,"Unspecified",,,,,3554433,"SPORT UTILITY / STATION WAGON",,,,,1
"771",1145,6550,"11/04/2016","16:11","BRONX",10455,40.8097014,-73.9030288,"(40.8097014, -73.9030288)","BRUCKNER BOULEVARD","EAST 149 STREET",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3555040,"SPORT UTILITY / STATION WAGON",,,,,1
"772",1147,6552,"11/04/2016","16:11","BRONX",10463,40.882769,-73.8885978,"(40.882769, -73.8885978)","SEDGWICK AVENUE","DICKINSON AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3555245,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"773",1148,6553,"11/04/2016","16:11","BRONX",10473,40.8242083,-73.8587895,"(40.8242083, -73.8587895)","WHITE PLAINS ROAD","STORY AVENUE",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3555214,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"774",1149,6554,"11/04/2016","16:11","BROOKLYN",11201,40.6980995,-73.992708,"(40.6980995, -73.992708)","HENRY STREET","PINEAPPLE STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",,,,3554625,"SPORT UTILITY / STATION WAGON",,,,,1
"775",1150,6555,"11/04/2016","16:11","BROOKLYN",11201,40.6997727,-73.9829307,"(40.6997727, -73.9829307)","SANDS STREET","GOLD STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3554091,"SPORT UTILITY / STATION WAGON",,,,,1
"776",1152,6557,"11/04/2016","16:11","BROOKLYN",11209,40.6257209,-74.0407148,"(40.6257209, -74.0407148)","86 STREET","SHORE ROAD",,0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",,,,3554155,"PASSENGER VEHICLE",,,,,1
"777",1154,6559,"11/04/2016","16:11","BROOKLYN",11212,40.6668881,-73.9119561,"(40.6668881, -73.9119561)","SUTTER AVENUE","BRISTOL STREET",,0,0,0,0,0,0,0,0,"Glare","Unspecified",,,,3554001,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"778",1158,6563,"11/04/2016","16:11","MANHATTAN",10016,40.7502815,-73.981124,"(40.7502815, -73.981124)","EAST 38 STREET","MADISON AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3554839,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"779",1160,6565,"11/04/2016","16:11","QUEENS",11354,40.7672697,-73.8290439,"(40.7672697, -73.8290439)","34 AVENUE","LEAVITT STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3554081,"PASSENGER VEHICLE",,,,,1
